Date,Price,Open,High,Low,Vol.,Change %,SMA-20,BB-upper,BB-lower,Gain / Loss,Average Gain,Average loss,RS,RSI
2-Jan-07,1428.50,1433.25,1439.00,1428.50,-,0.00%,"1,423.50",1443.191978,1403.807022,0,3.1125,-1.7125,1.817518248,64.50777202
29-Dec-06,1428.50,1434.25,1437.50,1425.50,527.68K,-0.37%,"1,422.10",1444.136751,1400.062249,-5.25,3.1125,-1.8375,1.693877551,62.87878788
28-Dec-06,1433.75,1437.00,1438.00,1432.00,416.78K,-0.23%,"1,420.82",1444.211874,1397.437126,-3.25,3.15,-1.575,2,66.66666667
27-Dec-06,1437.00,1428.75,1438.75,1428.50,429.43K,0.58%,"1,419.25",1443.207512,1395.291488,8.25,3.8375,-1.4125,2.716814159,73.0952381
26-Dec-06,1428.75,1421.00,1429.50,1420.50,267.52K,0.60%,"1,416.82",1442.938719,1390.710281,8.5,3.675,-1.4125,2.601769912,72.23587224
22-Dec-06,1420.25,1430.00,1431.75,1419.75,599.00K,-0.66%,"1,414.56",1443.960177,1385.163823,-9.5,3.25,-2.3875,1.361256545,57.64966741
21-Dec-06,1429.75,1435.50,1439.50,1426.75,627.27K,-0.38%,"1,413.70",1443.405601,1383.993399,-5.5,3.25,-2.1875,1.485714286,59.77011494
20-Dec-06,1435.25,1436.50,1440.50,1434.00,497.82K,-0.07%,"1,412.64",1441.432055,1383.841945,-1,3.3625,-1.9125,1.758169935,63.74407583
19-Dec-06,1436.25,1434.75,1440.50,1426.50,987.74K,0.10%,"1,411.19",1438.042885,1384.331115,1.5,3.4125,-1.8625,1.832214765,64.69194313
18-Dec-06,1434.75,1438.25,1444.00,1432.25,690.26K,0.42%,"1,409.64",1433.850642,1385.423358,6.01,3.3625,-1.8625,1.805369128,64.35406699
15-Dec-06,1428.74,1426.00,1432.75,1425.25,27.95K,0.19%,"1,408.14",1429.328593,1386.945407,2.74,3.062,-1.875,1.633066667,62.02147053
14-Dec-06,1426.00,1414.00,1427.50,1412.00,216.49K,0.83%,"1,406.95",1425.814196,1388.085804,11.75,3.1,-1.875,1.653333333,62.31155779
13-Dec-06,1414.25,1413.00,1418.50,1410.75,219.37K,0.11%,"1,405.73",1422.440026,1389.009974,1.5,2.7,-1.875,1.44,59.01639344
12-Dec-06,1412.75,1414.75,1414.75,1405.00,333.95K,-0.12%,"1,404.90",1421.471536,1388.328464,-1.75,3.1125,-1.875,1.66,62.40601504
11-Dec-06,1414.50,1409.75,1417.00,1409.50,294.74K,0.32%,"1,403.66",1421.419837,1385.905163,4.5,3.275,-1.7875,1.832167832,64.69135802
8-Dec-06,1410.00,1408.75,1415.50,1404.25,348.03K,0.09%,"1,402.18",1421.058368,1383.291632,1.25,3.0875,-1.7875,1.727272727,63.33333333
7-Dec-06,1408.75,1414.25,1420.00,1407.75,637.63K,-0.42%,"1,400.88",1421.02738,1380.72262,-6,3.025,-2.1625,1.398843931,58.31325301
6-Dec-06,1414.75,1416.75,1417.75,1412.00,832.80K,-0.14%,"1,400.01",1420.222239,1379.802761,-2,3.15,-1.8625,1.691275168,62.84289277
5-Dec-06,1416.75,1410.25,1417.50,1409.50,1.14M,0.43%,"1,398.73",1418.250894,1379.199106,6,3.4125,-1.7625,1.936170213,65.94202899
4-Dec-06,1410.75,1399.25,1413.50,1397.75,1.17M,0.73%,"1,397.08",1415.746044,1378.403956,10.25,3.875,-1.7625,2.19858156,68.73614191
1-Dec-06,1400.50,1403.00,1406.50,1387.50,1.74M,-0.18%,"1,394.96",1416.46481,1373.46019,-2.5,3.3625,-1.9,1.769736842,63.89548694
30-Nov-06,1403.00,1402.00,1408.75,1395.50,1.57M,0.05%,"1,393.50",1417.275264,1369.724736,0.75,3.3625,-1.8625,1.805369128,64.35406699
29-Nov-06,1402.25,1388.50,1403.50,1388.50,1.33M,0.99%,"1,392.00",1417.005263,1366.994737,13.75,3.325,-2.375,1.4,58.33333333
28-Nov-06,1388.50,1383.75,1390.50,1378.50,1.47M,0.36%,"1,391.05",1415.85853,1366.24147,5,2.6375,-2.375,1.110526316,52.61845387
27-Nov-06,1383.50,1402.75,1406.25,1382.75,1.55M,-1.39%,"1,390.79",1415.819729,1365.755271,-19.5,2.3875,-2.45,0.974489796,49.35400517
24-Nov-06,1403.00,1408.50,1408.75,1400.00,364.73K,-0.39%,"1,390.85",1415.81176,1365.88824,-5.5,2.3875,-1.8875,1.264900662,55.84795322
22-Nov-06,1408.50,1406.50,1411.25,1404.50,590.68K,0.16%,"1,390.35",1414.679644,1366.020356,2.25,2.575,-1.6125,1.596899225,61.49253731
21-Nov-06,1406.25,1405.00,1407.00,1402.75,769.51K,0.07%,"1,389.39",1412.167613,1366.607387,1,2.6875,-1.6125,1.666666667,62.5
20-Nov-06,1405.25,1405.00,1408.00,1399.00,952.80K,0.04%,"1,388.31",1409.730566,1366.894434,0.5,2.8375,-1.6125,1.759689922,63.76404494
17-Nov-06,1404.75,1404.25,1405.25,1398.00,955.82K,-0.02%,"1,387.09",1407.18874,1366.98626,-0.25,3.1,-1.6125,1.92248062,65.78249337
16-Nov-06,1405.00,1401.25,1408.00,1399.25,1.12M,0.25%,"1,385.60",1404.569088,1366.630912,3.5,3.1375,-1.6,1.9609375,66.22691293
15-Nov-06,1401.50,1397.50,1405.75,1396.25,1.12M,0.27%,"1,384.06",1401.31822,1366.80678,3.75,3.05,-1.6,1.90625,65.59139785
14-Nov-06,1397.75,1388.00,1399.25,1383.00,1.49M,0.70%,"1,382.61",1398.519694,1366.705306,9.75,2.9,-1.6,1.8125,64.44444444
13-Nov-06,1388.00,1385.00,1392.25,1382.50,897.47K,0.23%,"1,381.31",1396.229706,1366.395294,3.25,2.4125,-1.8125,1.331034483,57.10059172
10-Nov-06,1384.75,1384.00,1386.25,1379.25,849.32K,0.05%,"1,380.71",1395.461519,1365.963481,0.75,2.375,-1.8125,1.310344828,56.71641791
9-Nov-06,1384.00,1391.00,1393.75,1381.25,1.24M,-0.54%,"1,380.15",1395.107308,1365.192692,-7.5,2.475,-1.8125,1.365517241,57.72594752
8-Nov-06,1391.50,1389.00,1393.25,1380.25,1.37M,0.18%,"1,379.49",1394.893817,1364.081183,2.5,3.0625,-1.4375,2.130434783,68.05555556
7-Nov-06,1389.00,1383.75,1393.00,1382.50,1.18M,0.38%,"1,377.86",1394.721415,1361.003585,5.25,2.9375,-1.525,1.926229508,65.82633053
6-Nov-06,1383.75,1369.00,1386.50,1367.25,950.80K,1.11%,"1,376.45",1394.095336,1358.804664,15.25,2.75,-1.525,1.803278689,64.32748538
3-Nov-06,1368.50,1371.25,1377.25,1365.50,1.20M,-0.20%,"1,375.23",1394.095682,1356.354318,-2.75,2.0125,-1.525,1.319672131,56.89045936
2-Nov-06,1371.25,1372.50,1376.00,1367.25,1.03M,-0.13%,"1,374.74",1394.80546,1354.66954,-1.75,2.0125,-1.4875,1.352941176,57.5
1-Nov-06,1373.00,1382.75,1387.50,1370.75,1.45M,-0.74%,"1,374.21",1395.19324,1353.23176,-10.25,2.1375,-1.4,1.526785714,60.42402827
31-Oct-06,1383.25,1383.25,1387.25,1377.00,1.30M,0.00%,"1,373.48",1395.638804,1351.311196,0,2.8875,-0.8875,3.253521127,76.49006623
30-Oct-06,1383.25,1384.25,1387.00,1378.75,890.26K,-0.11%,"1,371.48",1396.903382,1346.046618,-1.5,3.025,-0.8875,3.408450704,77.31629393
27-Oct-06,1384.75,1392.50,1393.50,1381.00,1.19M,-0.59%,"1,369.34",1397.62469,1341.05031,-8.25,3.025,-1.0575,2.860520095,74.09675444
26-Oct-06,1393.00,1389.00,1395.25,1385.00,1.10M,0.27%,"1,367.37",1396.601641,1338.138359,3.75,3.025,-0.7375,4.101694915,80.3986711
25-Oct-06,1389.25,1384.00,1389.75,1381.25,969.81K,0.32%,"1,365.08",1392.999996,1337.165004,4.5,2.8375,-0.7625,3.721311475,78.81944444
24-Oct-06,1384.75,1380.75,1385.50,1378.00,899.77K,0.29%,"1,363.01",1389.494126,1336.520874,4,2.6625,-0.7625,3.491803279,77.73722628
23-Oct-06,1380.75,1374.75,1398.00,1370.00,1.24M,0.42%,"1,361.11",1386.454321,1335.760679,5.75,3.0125,-0.7625,3.950819672,79.8013245
20-Oct-06,1375.00,1374.50,1376.75,1369.75,816.06K,0.05%,"1,358.86",1384.843798,1332.871202,0.75,3.2125,-0.7625,4.213114754,80.81761006
19-Oct-06,1374.25,1372.75,1375.50,1369.00,994.32K,0.13%,"1,356.41",1385.085756,1327.729244,1.75,3.175,-0.975,3.256410256,76.5060241
18-Oct-06,1372.50,1372.25,1380.25,1367.75,1.45M,0.05%,"1,354.21",1383.856895,1324.558105,0.75,3.0875,-1.2875,2.398058252,70.57142857
17-Oct-06,1371.75,1376.00,1376.00,1364.00,1.31M,-0.31%,"1,352.41",1381.750486,1323.064514,-4.25,3.35,-1.2875,2.601941748,72.23719677
16-Oct-06,1376.00,1373.25,1378.25,1371.50,688.02K,0.18%,"1,350.35",1379.762251,1320.927749,2.5,3.35,-1.2625,2.653465347,72.62872629
13-Oct-06,1373.50,1370.75,1374.75,1368.00,842.54K,0.20%,"1,348.26",1375.879941,1320.635059,2.75,3.7815,-1.2625,2.995247525,74.9702617
12-Oct-06,1370.75,1359.00,1372.00,1358.50,1.01M,0.86%,"1,345.74",1372.852487,1318.624513,11.75,3.9,-1.2625,3.089108911,75.54479419
11-Oct-06,1359.00,1360.75,1362.50,1351.00,1.27M,-0.13%,"1,343.10",1370.233309,1315.968691,-1.75,3.3375,-1.2625,2.643564356,72.55434783
10-Oct-06,1360.75,1359.25,1363.25,1357.00,943.13K,0.11%,"1,341.03",1369.359692,1312.692308,1.5,3.525,-1.175,3,75
9-Oct-06,1359.25,1359.25,1361.75,1354.25,493.34K,0.04%,"1,338.68",1367.903906,1309.448094,0.5,4.1125,-1.175,3.5,77.77777778
6-Oct-06,1358.75,1360.50,1361.50,1352.50,917.23K,-0.15%,"1,335.74",1367.919973,1303.557027,-2,4.15,-1.175,3.531914894,77.9342723
5-Oct-06,1360.75,1358.00,1363.25,1356.50,831.69K,0.18%,"1,332.76",1366.927788,1298.599212,2.5,4.3,-1.075,4,80
4-Oct-06,1358.25,1343.50,1359.00,1339.75,1.31M,1.12%,"1,329.54",1364.74069,1294.33631,15,4.175,-1.4,2.982142857,74.88789238
3-Oct-06,1343.25,1340.50,1347.75,1336.00,1.16M,0.21%,"1,326.76",1361.177185,1292.349815,2.75,3.425,-1.9875,1.72327044,63.27944573
2-Oct-06,1340.50,1345.75,1348.75,1339.25,735.50K,-0.36%,"1,325.33",1359.238252,1291.413748,-4.9,3.3875,-1.9875,1.704402516,63.02325581
29-Sep-06,1345.40,1347.25,1350.50,1344.75,683.82K,-0.14%,"1,323.93",1357.510927,1290.341073,-1.85,3.7375,-1.7425,2.144906743,68.20255474
28-Sep-06,1347.25,1347.50,1350.50,1343.00,784.85K,-0.04%,"1,321.93",1354.879234,1288.982766,-0.5,3.7625,-1.65,2.28030303,69.51501155
27-Sep-06,1347.75,1346.50,1350.25,1343.00,981.56K,0.07%,"1,319.82",1351.317499,1288.319501,1,3.7625,-1.625,2.315384615,69.83758701
26-Sep-06,1346.75,1335.75,1347.25,1333.50,1.15M,0.82%,"1,317.68",1346.920228,1288.441772,11,3.775,-1.625,2.323076923,69.90740741
25-Sep-06,1335.75,1335.75,1340.00,1321.50,1.28M,0.74%,"1,315.53",1341.958837,1289.103163,9.75,3.5375,-1.625,2.176923077,68.52300242
22-Sep-06,1326.00,1330.00,1331.50,1321.00,892.98K,-0.32%,"1,313.62",1339.414057,1287.822943,-4.25,3.125,-1.625,1.923076923,65.78947368
21-Sep-06,1330.25,1336.50,1340.00,1325.50,1.25M,-0.47%,"1,312.12",1338.367554,1285.869446,-6.25,3.125,-1.5,2.083333333,67.56756757
20-Sep-06,1336.50,1330.75,1339.75,1329.50,970.25K,0.45%,"1,310.49",1336.030681,1284.956319,6,3.125,-1.4,2.232142857,69.06077348
19-Sep-06,1330.50,1333.75,1334.50,1322.75,1.18M,-0.28%,"1,308.77",1331.405173,1286.131827,-3.75,2.825,-1.4125,2,66.66666667
18-Sep-06,1334.25,1331.50,1336.50,1329.00,799.32K,0.84%,"1,307.36",1327.691707,1287.020293,11.13,2.825,-1.4625,1.931623932,65.88921283
15-Sep-06,1323.12,1318.00,1327.00,1317.00,19.07K,0.39%,"1,305.99",1321.914562,1290.072438,5.12,2.5685,-1.4625,1.756239316,63.71868023
14-Sep-06,1318.00,1317.75,1319.50,1313.25,135.33K,0.04%,"1,304.89",1318.737709,1291.037291,0.5,2.4125,-1.4625,1.64957265,62.25806452
13-Sep-06,1317.50,1313.00,1320.50,1311.00,194.81K,0.29%,"1,303.94",1316.552106,1291.322894,3.75,2.95,-1.4625,2.017094017,66.85552408
12-Sep-06,1313.75,1300.50,1314.75,1296.75,291.01K,1.02%,"1,302.45",1315.343899,1289.556101,13.25,3.4875,-1.4625,2.384615385,70.45454545
11-Sep-06,1300.50,1300.00,1303.50,1291.50,329.39K,0.10%,"1,300.43",1317.791862,1283.058138,1.25,2.875,-1.4625,1.965811966,66.28242075
8-Sep-06,1299.25,1296.25,1301.25,1295.00,227.86K,0.23%,"1,299.01",1320.467763,1277.557237,3,2.8125,-1.625,1.730769231,63.38028169
7-Sep-06,1296.25,1302.25,1302.50,1293.00,601.03K,-0.50%,"1,297.83",1321.715705,1273.934295,-6.5,2.8625,-1.625,1.761538462,63.78830084
6-Sep-06,1302.75,1314.25,1314.25,1300.25,1.13M,-0.89%,"1,296.59",1323.227535,1269.947465,-11.75,2.8625,-1.5625,1.832,64.68926554
5-Sep-06,1314.50,1311.75,1316.75,1310.00,772.90K,0.15%,"1,295.29",1323.169901,1267.405099,2,2.8625,-1.25,2.29,69.60486322
1-Sep-06,1312.50,1305.00,1314.00,1304.75,626.67K,0.54%,"1,293.68",1320.592564,1266.757436,7,2.7625,-1.4375,1.92173913,65.77380952
31-Aug-06,1305.50,1305.00,1308.25,1303.00,551.53K,0.04%,"1,292.35",1317.942145,1266.757855,0.5,2.4125,-1.5,1.608333333,61.66134185
30-Aug-06,1305.00,1305.00,1308.75,1303.75,667.13K,0.00%,"1,291.44",1316.3478,1266.5272,0,2.5375,-1.5,1.691666667,62.84829721
29-Aug-06,1305.00,1303.75,1307.50,1297.00,927.98K,0.10%,"1,290.40",1314.651641,1266.148359,1.25,2.9125,-1.5,1.941666667,66.00566572
28-Aug-06,1303.75,1297.75,1307.50,1294.50,703.13K,0.48%,"1,288.99",1312.947705,1265.027295,6.25,2.85,-1.75,1.628571429,61.95652174
25-Aug-06,1297.50,1296.75,1301.75,1294.75,527.28K,0.12%,"1,287.89",1310.999057,1264.775943,1.5,2.5375,-1.875,1.353333333,57.50708215
24-Aug-06,1296.00,1297.50,1300.75,1293.50,684.52K,-0.13%,"1,287.23",1309.932465,1264.517535,-1.75,3.0625,-1.875,1.633333333,62.02531646
23-Aug-06,1297.75,1301.75,1304.25,1291.50,851.75K,-0.33%,"1,286.04",1309.290273,1262.784727,-4.25,3.0625,-1.8375,1.666666667,62.5
22-Aug-06,1302.00,1301.50,1305.75,1297.25,771.25K,-0.02%,"1,284.81",1308.048631,1261.576369,-0.25,3.15,-1.625,1.938461538,65.96858639
21-Aug-06,1302.25,1306.50,1306.75,1298.50,554.18K,-0.36%,"1,283.29",1305.765135,1260.809865,-4.75,3.35,-1.6125,2.07751938,67.50629723
18-Aug-06,1307.00,1300.75,1307.75,1296.75,782.21K,0.46%,"1,281.55",1303.213455,1259.886545,6,4.4875,-1.375,3.263636364,76.54584222
17-Aug-06,1301.00,1298.75,1304.75,1295.50,882.91K,0.15%,"1,278.44",1302.463733,1254.411267,2,4.1875,-1.85,2.263513514,69.35817805
16-Aug-06,1299.00,1287.75,1300.25,1286.75,916.07K,0.87%,"1,276.10",1299.979853,1252.220147,11.25,4.0875,-2.2625,1.806629834,64.37007874
15-Aug-06,1287.75,1273.00,1290.50,1273.00,1.08M,1.14%,"1,274.28",1296.292278,1252.257722,14.5,4.3625,-2.2625,1.928176796,65.8490566
14-Aug-06,1273.25,1274.25,1283.25,1270.75,815.51K,0.08%,"1,272.18",1296.654906,1247.695094,1,3.9,-2.2625,1.723756906,63.28600406
11-Aug-06,1272.25,1275.25,1277.00,1265.75,645.01K,-0.25%,"1,270.54",1298.803285,1242.271715,-3.25,3.85,-2.35,1.638297872,62.09677419
10-Aug-06,1275.50,1271.50,1277.00,1262.50,1.11M,0.31%,"1,269.04",1299.978137,1238.096863,4,3.85,-2.45,1.571428571,61.11111111
9-Aug-06,1271.50,1276.50,1288.25,1268.25,1.16M,-0.41%,"1,267.64",1299.854476,1235.420524,-5.25,3.65,-3.4875,1.046594982,51.13835377
8-Aug-06,1276.75,1282.00,1287.75,1272.00,994.52K,-0.43%,"1,267.48",1299.642694,1235.307306,-5.5,3.65,-3.925,0.929936306,48.18481848
7-Aug-06,1282.25,1285.75,1285.75,1277.00,601.46K,-0.29%,"1,267.75",1300.342783,1235.157217,-3.75,3.9125,-3.65,1.071917808,51.73553719
4-Aug-06,1286.00,1287.25,1297.75,1278.00,1.15M,-0.10%,"1,267.49",1299.67056,1235.30444,-1.25,4.0125,-3.4625,1.158844765,53.67892977
3-Aug-06,1287.25,1284.00,1289.00,1274.75,886.70K,0.23%,"1,266.94",1298.149793,1235.725207,3,4.0125,-3.7875,1.059405941,51.44230769
2-Aug-06,1284.25,1276.50,1288.25,1275.75,857.70K,0.59%,"1,266.71",1297.368175,1236.056825,7.5,4.0125,-3.7875,1.059405941,51.44230769
1-Aug-06,1276.75,1282.75,1283.00,1270.25,866.53K,-0.39%,"1,266.49",1296.663508,1236.311492,-5,3.6375,-4.2125,0.863501484,46.33757962
31-Jul-06,1281.75,1283.75,1284.25,1279.00,671.54K,-0.19%,"1,267.06",1298.474815,1235.650185,-2.5,4.075,-3.9625,1.028391167,50.69984448
28-Jul-06,1284.25,1271.75,1286.00,1270.50,938.45K,0.94%,"1,266.95",1298.156275,1235.743725,12,4.075,-3.9875,1.021943574,50.54263566
27-Jul-06,1272.25,1273.50,1281.75,1266.75,1.01M,-0.08%,"1,266.86",1297.873735,1235.851265,-1,4.7125,-3.9875,1.181818182,54.16666667
26-Jul-06,1273.25,1271.25,1279.75,1266.75,985.63K,0.14%,"1,266.14",1297.29604,1234.97896,1.75,5.1125,-3.9375,1.298412698,56.49171271
25-Jul-06,1271.50,1267.25,1278.75,1262.50,1.27M,0.32%,"1,264.96",1296.757599,1233.167401,4,5.025,-4.4625,1.12605042,52.96442688
24-Jul-06,1267.50,1244.50,1269.00,1243.50,1.23M,1.83%,"1,264.40",1296.106051,1232.693949,22.75,5.0625,-4.4625,1.134453782,53.1496063
21-Jul-06,1244.75,1256.00,1260.25,1243.50,1.23M,-0.76%,"1,263.80",1295.712545,1231.887455,-9.5,3.925,-4.4875,0.874651811,46.65676077
20-Jul-06,1254.25,1262.50,1269.00,1252.50,1.28M,-0.65%,"1,264.36",1295.241072,1233.483928,-8.25,3.925,-4.3,0.912790698,47.72036474
19-Jul-06,1262.50,1246.00,1269.00,1244.00,1.57M,1.34%,"1,264.74",1295.279307,1234.195693,16.75,4.3875,-3.8875,1.128617363,53.02114804
18-Jul-06,1245.75,1240.25,1246.75,1231.00,1.58M,0.42%,"1,264.24",1295.25722,1233.21778,5.25,3.75,-3.8875,0.964630225,49.09983633
17-Jul-06,1240.50,1243.00,1247.50,1234.75,1.11M,-0.14%,"1,264.38",1295.072377,1233.677623,-1.75,3.4875,-4.067,0.857511679,46.16453769
14-Jul-06,1242.25,1248.00,1251.50,1235.00,1.45M,-0.42%,"1,264.95",1294.155263,1235.753737,-5.25,3.4875,-4.225,0.825443787,45.21880065
13-Jul-06,1247.50,1268.50,1269.75,1246.75,1.55M,-1.64%,"1,265.69",1293.172724,1238.211276,-20.75,4.8,-3.9625,1.211356467,54.7788873
12-Jul-06,1268.25,1282.00,1283.75,1264.50,1.12M,-1.09%,"1,264.85",1295.507463,1234.201537,-14,5.2375,-2.925,1.790598291,64.16539051
11-Jul-06,1282.25,1276.50,1282.50,1267.50,1.08M,0.41%,"1,262.54",1298.615449,1226.468551,5.25,5.2375,-2.95,1.775423729,63.96946565
10-Jul-06,1277.00,1274.50,1282.75,1272.50,810.57K,0.16%,"1,260.25",1296.86417,1223.64483,2,4.975,-3.675,1.353741497,57.51445087
7-Jul-06,1275.00,1282.75,1290.00,1271.00,997.93K,-0.60%,"1,258.95",1294.900971,1223.008029,-7.75,4.875,-3.9,1.25,55.55555556
6-Jul-06,1282.75,1279.75,1287.50,1278.00,659.98K,0.23%,"1,257.98",1293.142787,1222.816213,3,4.875,-3.5375,1.378091873,57.94947994
5-Jul-06,1279.75,1288.00,1288.25,1274.00,781.10K,-0.66%,"1,256.64",1289.816919,1223.467081,-8.5,4.725,-4.025,1.173913043,54
3-Jul-06,1288.25,1281.75,1289.75,1281.50,270.10K,0.68%,"1,255.94",1287.62101,1224.26299,8.75,4.725,-3.7875,1.247524752,55.50660793
30-Jun-06,1279.50,1282.00,1287.25,1279.25,808.68K,-0.23%,"1,255.00",1283.619339,1226.389661,-3,4.2875,-4.725,0.907407407,47.57281553
29-Jun-06,1282.50,1257.75,1283.75,1257.00,1.20M,1.97%,"1,255.44",1285.845422,1225.038578,24.75,4.4125,-4.575,0.964480874,49.09596662
28-Jun-06,1257.75,1249.75,1258.00,1246.50,875.88K,0.64%,"1,255.60",1286.644914,1224.564086,8,3.8625,-4.575,0.844262295,45.77777778
27-Jun-06,1249.75,1260.75,1263.25,1248.00,1.05M,-0.83%,"1,256.32",1288.207325,1224.426675,-10.5,4.0625,-4.575,0.887978142,47.03328509
26-Jun-06,1260.25,1255.75,1261.25,1253.25,630.57K,0.38%,"1,256.83",1288.604703,1225.054297,4.75,4.0625,-5.1875,0.78313253,43.91891892
23-Jun-06,1255.50,1255.50,1264.00,1251.00,749.07K,-0.04%,"1,257.95",1291.767489,1224.141511,-0.5,4.1625,-5.1875,0.802409639,44.51871658
22-Jun-06,1256.00,1262.25,1266.75,1251.00,974.79K,-0.46%,"1,258.98",1293.709632,1224.249368,-5.75,4.9125,-5.1625,0.95157385,48.75930521
21-Jun-06,1261.75,1252.50,1268.50,1249.00,1.18M,0.74%,"1,259.23",1293.941305,1224.517695,9.25,5.3375,-4.875,1.094871795,52.26438188
20-Jun-06,1252.50,1248.75,1260.00,1247.50,1.14M,0.32%,"1,258.77",1293.583738,1223.950262,4,4.875,-5.35,0.911214953,47.67726161
19-Jun-06,1248.50,1261.00,1267.00,1247.25,1.19M,-0.29%,"1,259.24",1293.957807,1224.526193,-3.59,4.675,-5.7875,0.807775378,44.68339307
16-Jun-06,1252.09,1257.25,1257.50,1251.50,21.79K,-0.39%,"1,260.35",1295.046922,1225.662078,-4.91,5.0625,-5.608,0.902728245,47.44388735
15-Jun-06,1257.00,1231.00,1259.75,1230.50,189.15K,2.13%,"1,260.90",1295.387755,1226.412245,26.25,5.0625,-5.6625,0.894039735,47.2027972
14-Jun-06,1230.75,1222.50,1232.00,1218.75,237.64K,0.72%,"1,261.50",1296.119359,1226.880641,8.75,3.75,-6.9625,0.538599641,35.00583431
13-Jun-06,1222.00,1237.50,1244.75,1221.50,372.05K,-1.17%,"1,264.71",1299.241388,1230.183612,-14.5,3.3125,-7.075,0.46819788,31.88929001
12-Jun-06,1236.50,1251.00,1258.00,1235.00,299.76K,-1.16%,"1,268.48",1299.643008,1237.306992,-14.5,3.4625,-6.35,0.545275591,35.2866242
9-Jun-06,1251.00,1255.00,1263.75,1250.00,361.03K,-0.36%,"1,271.36",1300.704618,1242.020382,-4.5,3.4625,-6.5,0.532692308,34.7553325
8-Jun-06,1255.50,1256.75,1261.25,1235.25,908.95K,-0.04%,"1,274.40",1307.236276,1241.563724,-0.5,3.4625,-7.075,0.489399293,32.85883749
7-Jun-06,1256.00,1266.00,1273.75,1254.75,1.41M,-0.77%,"1,278.01",1317.347925,1238.677075,-9.75,3.4625,-7.125,0.485964912,32.70365998
6-Jun-06,1265.75,1269.25,1273.75,1255.25,1.57M,-0.30%,"1,281.68",1325.737187,1237.612813,-3.75,3.5625,-6.6375,0.536723164,34.92647059
5-Jun-06,1269.50,1287.75,1288.50,1265.75,1.17M,-1.46%,"1,284.75",1332.557454,1236.942546,-18.75,3.5625,-6.5375,0.544933078,35.27227723
2-Jun-06,1288.25,1285.75,1294.00,1281.25,1.11M,0.19%,"1,287.73",1338.828327,1236.621673,2.5,4.1625,-5.6,0.743303571,42.63764405
1-Jun-06,1285.75,1273.00,1287.75,1266.25,1.06M,1.08%,"1,289.16",1341.918711,1236.406289,13.75,4.275,-5.6,0.763392857,43.29113924
31-May-06,1272.00,1260.50,1273.25,1256.00,1.23M,0.95%,"1,290.49",1344.205201,1236.769799,12,3.5875,-5.8875,0.609341826,37.86279683
30-May-06,1260.00,1282.25,1283.25,1259.25,1.05M,-1.77%,"1,292.79",1347.10801,1238.46699,-22.75,3.475,-5.8875,0.590233546,37.11615487
26-May-06,1282.75,1276.00,1283.25,1274.00,785.01K,0.53%,"1,295.20",1347.6426,1242.7574,6.75,3.475,-5.1375,0.676399027,40.34833091
25-May-06,1276.00,1261.25,1276.50,1257.75,1.10M,1.19%,"1,296.86",1349.749538,1243.975462,15,3.1875,-5.1375,0.620437956,38.28828829
24-May-06,1261.00,1253.00,1267.00,1246.75,1.91M,0.68%,"1,298.81",1351.335396,1246.289604,8.5,2.7375,-5.1375,0.532846715,34.76190476
23-May-06,1252.50,1262.75,1276.50,1252.00,1.35M,-0.75%,"1,301.21",1350.76292,1251.66208,-9.5,2.3125,-5.1625,0.447941889,30.93645485
22-May-06,1262.00,1270.75,1274.00,1255.25,1.60M,-0.69%,"1,304.06",1348.061865,1260.063135,-8.75,2.3125,-4.9375,0.46835443,31.89655172
19-May-06,1270.75,1263.75,1275.50,1258.25,1.59M,0.61%,"1,306.69",1346.151299,1267.223701,7.75,2.3125,-4.625,0.5,33.33333333
18-May-06,1263.00,1269.75,1278.00,1261.50,1.46M,-0.47%,"1,309.00",1344.852035,1273.147965,-6,1.925,-4.625,0.416216216,29.38931298
17-May-06,1269.00,1295.25,1299.75,1268.25,1.87M,-2.01%,"1,311.70",1340.382289,1283.017711,-26,2.0125,-4.325,0.465317919,31.75542406
16-May-06,1295.00,1297.00,1301.50,1291.75,985.05K,-0.17%,"1,314.01",1334.481009,1293.543991,-2.25,2.1,-3.025,0.694214876,40.97560976
15-May-06,1297.25,1289.00,1299.00,1285.25,1.32M,0.23%,"1,314.94",1333.357937,1296.517063,3,3.125,-2.9125,1.072961373,51.75983437
12-May-06,1294.25,1311.25,1312.75,1293.50,1.34M,-1.33%,"1,314.73",1334.078974,1295.371026,-17.5,2.975,-2.975,1,50
11-May-06,1311.75,1327.50,1330.50,1307.25,1.29M,-1.21%,"1,314.73",1334.078974,1295.371026,-16,2.975,-2.1625,1.375722543,57.90754258
10-May-06,1327.75,1329.25,1330.00,1320.75,762.81K,-0.11%,"1,313.91",1335.072464,1292.752536,-1.5,3.05,-1.3625,2.23853211,69.12181303
9-May-06,1329.25,1327.50,1331.00,1325.75,376.94K,0.15%,"1,312.23",1334.109205,1290.340795,2,3.05,-1.8625,1.637583893,62.08651399
8-May-06,1327.25,1329.25,1331.00,1326.75,425.18K,-0.13%,"1,311.04",1331.567501,1290.507499,-1.75,3.025,-1.8625,1.624161074,61.89258312
5-May-06,1329.00,1317.00,1331.25,1316.25,919.50K,0.91%,"1,309.88",1329.133286,1290.616714,12,3.025,-2.45,1.234693878,55.25114155
4-May-06,1317.00,1312.00,1320.00,1311.25,757.90K,0.36%,"1,309.30",1326.756412,1291.843588,4.75,2.425,-2.525,0.96039604,48.98989899
