population,income,NAME,FIPS,StateCode,StateName,CountyFips,CountyName,CountyTotalVote,trump_share
26240,49799,"Decatur County, Indiana",18031,IN,indiana,18031,Decatur,11095,0.765029292
42449,48341,"DeKalb County, Indiana",18033,IN,indiana,18033,DeKalb,16816,0.716817317
117335,38830,"Delaware County, Indiana",18035,IN,indiana,18035,Delaware,44699,0.541779458
42291,53513,"Dubois County, Indiana",18037,IN,indiana,18037,Dubois,19917,0.671034794
200685,47913,"Elkhart County, Indiana",18039,IN,indiana,18039,Elkhart,65187,0.641385552
23773,39379,"Fayette County, Indiana",18041,IN,indiana,18041,Fayette,9530,0.717628541
75900,54914,"Floyd County, Indiana",18043,IN,indiana,18043,Floyd,37225,0.57560779
16888,46760,"Fountain County, Indiana",18045,IN,indiana,18045,Fountain,7474,0.757425743
22935,51748,"Franklin County, Indiana",18047,IN,indiana,18047,Franklin,10990,0.78844404
20527,45332,"Fulton County, Indiana",18049,IN,indiana,18049,Fulton,8374,0.717697636
33668,48303,"Gibson County, Indiana",18051,IN,indiana,18051,Gibson,15472,0.716067735
68896,40294,"Grant County, Indiana",18053,IN,indiana,18053,Grant,25239,0.67391735
32815,45397,"Greene County, Indiana",18055,IN,indiana,18055,Greene,13763,0.746566882
296635,86222,"Hamilton County, Indiana",18057,IN,indiana,18057,Hamilton,153630,0.56824188
71328,66606,"Hancock County, Indiana",18059,IN,indiana,18059,Hancock,36027,0.695311849
39230,52128,"Harrison County, Indiana",18061,IN,indiana,18061,Harrison,18528,0.701262953
153435,70163,"Hendricks County, Indiana",18063,IN,indiana,18063,Hendricks,75258,0.642137713
49146,41855,"Henry County, Indiana",18065,IN,indiana,18065,Henry,20075,0.692154421
82765,44226,"Howard County, Indiana",18067,IN,indiana,18067,Howard,36754,0.644147576
36863,46945,"Huntington County, Indiana",18069,IN,indiana,18069,Huntington,15974,0.729247527
43471,47000,"Jackson County, Indiana",18071,IN,indiana,18071,Jackson,17532,0.733344741
33448,55374,"Jasper County, Indiana",18073,IN,indiana,18073,Jasper,13331,0.70377316
21255,41021,"Jay County, Indiana",18075,IN,indiana,18075,Jay,7962,0.715523738
32453,45718,"Jefferson County, Indiana",18077,IN,indiana,18077,Jefferson,13461,0.6342768
28113,44736,"Jennings County, Indiana",18079,IN,indiana,18079,Jennings,11115,0.739721098
145645,62147,"Johnson County, Indiana",18081,IN,indiana,18081,Johnson,66229,0.686345861
38062,42725,"Knox County, Indiana",18083,IN,indiana,18083,Knox,15483,0.715429826
77983,52821,"Kosciusko County, Indiana",18085,IN,indiana,18085,Kosciusko,31907,0.749334002
38084,49964,"LaGrange County, Indiana",18087,IN,indiana,18087,LaGrange,9552,0.735448074
491596,50135,"Lake County, Indiana",18089,IN,indiana,18089,Lake,200247,0.377358962
111280,46872,"LaPorte County, Indiana",18091,IN,indiana,18091,LaPorte,44994,0.504022759
45814,45875,"Lawrence County, Indiana",18093,IN,indiana,18093,Lawrence,19076,0.735688824
130280,44195,"Madison County, Indiana",18095,IN,indiana,18095,Madison,53660,0.603354454
926335,42168,"Marion County, Indiana",18097,IN,indiana,18097,Marion,356881,0.361543484
46962,48485,"Marshall County, Indiana",18099,IN,indiana,18099,Marshall,18008,0.682252332
10262,44589,"Martin County, Indiana",18101,IN,indiana,18101,Martin,4807,0.768670689
36211,45184,"Miami County, Indiana",18103,IN,indiana,18103,Miami,13440,0.7421875
142404,42404,"Monroe County, Indiana",18105,IN,indiana,18105,Monroe,57623,0.356229283
38172,48213,"Montgomery County, Indiana",18107,IN,indiana,18107,Montgomery,15101,0.731805841
69403,55432,"Morgan County, Indiana",18109,IN,indiana,18109,Morgan,31180,0.759172547
14057,46895,"Newton County, Indiana",18111,IN,indiana,18111,Newton,5791,0.703505439
47546,49331,"Noble County, Indiana",18113,IN,indiana,18113,Noble,16890,0.722202487
6033,48780,"Ohio County, Indiana",18115,IN,indiana,18115,Ohio,2917,0.726088447
19725,39812,"Orange County, Indiana",18117,IN,indiana,18117,Orange,8189,0.708267188
21192,43948,"Owen County, Indiana",18119,IN,indiana,18119,Owen,8520,0.721948357
17107,40781,"Parke County, Indiana",18121,IN,indiana,18121,Parke,6576,0.739507299
19414,47470,"Perry County, Indiana",18123,IN,indiana,18123,Perry,8025,0.567725857
12687,44399,"Pike County, Indiana",18125,IN,indiana,18125,Pike,5977,0.735820646
166570,63926,"Porter County, Indiana",18127,IN,indiana,18127,Porter,76492,0.506183653
25567,58101,"Posey County, Indiana",18129,IN,indiana,18129,Posey,12448,0.674244859
13047,43836,"Pulaski County, Indiana",18131,IN,indiana,18131,Pulaski,5437,0.708846791
37650,51355,"Putnam County, Indiana",18133,IN,indiana,18133,Putnam,14680,0.724591281
25596,40810,"Randolph County, Indiana",18135,IN,indiana,18135,Randolph,10456,0.71872609
28612,51170,"Ripley County, Indiana",18137,IN,indiana,18137,Ripley,12790,0.766692729
16991,45121,"Rush County, Indiana",18139,IN,indiana,18139,Rush,7214,0.733573607
267246,45471,"St. Joseph County, Indiana",18141,IN,indiana,18141,St. Joseph,109452,0.475267697
23783,44442,"Scott County, Indiana",18143,IN,indiana,18143,Scott,9060,0.670419426
44441,53584,"Shelby County, Indiana",18145,IN,indiana,18145,Shelby,17935,0.709116253
20856,55247,"Spencer County, Indiana",18147,IN,indiana,18147,Spencer,9959,0.659905613
23117,42208,"Starke County, Indiana",18149,IN,indiana,18149,Starke,9226,0.690114893
34267,48472,"Steuben County, Indiana",18151,IN,indiana,18151,Steuben,14530,0.696971783
21111,45023,"Sullivan County, Indiana",18153,IN,indiana,18153,Sullivan,8559,0.717139853
10500,44061,"Switzerland County, Indiana",18155,IN,indiana,18155,Switzerland,3639,0.702940368
180952,45932,"Tippecanoe County, Indiana",18157,IN,indiana,18157,Tippecanoe,61916,0.496010724
15573,51613,"Tipton County, Indiana",18159,IN,indiana,18159,Tipton,7510,0.744207723
7299,44277,"Union County, Indiana",18161,IN,indiana,18161,Union,3286,0.744065733
181305,43046,"Vanderburgh County, Indiana",18163,IN,indiana,18163,Vanderburgh,71957,0.561752158
15860,43600,"Vermillion County, Indiana",18165,IN,indiana,18165,Vermillion,6913,0.652538695
108268,40313,"Vigo County, Indiana",18167,IN,indiana,18167,Vigo,39569,0.554070105
32358,45649,"Wabash County, Indiana",18169,IN,indiana,18169,Wabash,13415,0.731941856
8367,56042,"Warren County, Indiana",18171,IN,indiana,18171,Warren,3919,0.738964021
60995,62185,"Warrick County, Indiana",18173,IN,indiana,18173,Warrick,29609,0.646188659
27930,41289,"Washington County, Indiana",18175,IN,indiana,18175,Washington,11333,0.72408012
67866,38494,"Wayne County, Indiana",18177,IN,indiana,18177,Wayne,25575,0.626705767
27796,51101,"Wells County, Indiana",18179,IN,indiana,18179,Wells,13123,0.761944677
24388,52154,"White County, Indiana",18181,IN,indiana,18181,White,9902,0.68804282
33330,54389,"Whitley County, Indiana",18183,IN,indiana,18183,Whitley,15535,0.731058899
7426,46526,"Adair County, Iowa",19001,IA,iowa,19001,Adair,3759,0.653365257
3892,48043,"Adams County, Iowa",19003,IA,iowa,19003,Adams,2082,0.669068204
14060,45890,"Allamakee County, Iowa",19005,IA,iowa,19005,Allamakee,6837,0.595582858
12669,41394,"Appanoose County, Iowa",19007,IA,iowa,19007,Appanoose,6096,0.661253281
5869,46979,"Audubon County, Iowa",19009,IA,iowa,19009,Audubon,3379,0.631843741
25803,60606,"Benton County, Iowa",19011,IA,iowa,19011,Benton,13690,0.600876552
132496,48369,"Black Hawk County, Iowa",19013,IA,iowa,19013,Black Hawk,63221,0.433115579
26401,52985,"Boone County, Iowa",19015,IA,iowa,19015,Boone,13984,0.533323799
24539,62163,"Bremer County, Iowa",19017,IA,iowa,19017,Bremer,13350,0.539250936
20998,56150,"Buchanan County, Iowa",19019,IA,iowa,19019,Buchanan,10137,0.542961428
20507,48195,"Buena Vista County, Iowa",19021,IA,iowa,19021,Buena Vista,8179,0.598483922
14966,52360,"Butler County, Iowa",19023,IA,iowa,19023,Butler,7457,0.65951455
9914,44921,"Calhoun County, Iowa",19025,IA,iowa,19025,Calhoun,5105,0.678942214
20629,50559,"Carroll County, Iowa",19027,IA,iowa,19027,Carroll,10435,0.635074269
13590,43750,"Cass County, Iowa",19029,IA,iowa,19029,Cass,7055,0.673990078
18375,59047,"Cedar County, Iowa",19031,IA,iowa,19031,Cedar,9386,0.562007245
43481,46122,"Cerro Gordo County, Iowa",19033,IA,iowa,19033,Cerro Gordo,22633,0.511774842
11853,48599,"Cherokee County, Iowa",19035,IA,iowa,19035,Cherokee,6186,0.677012609
12244,47040,"Chickasaw County, Iowa",19037,IA,iowa,19037,Chickasaw,6367,0.587246741
9280,43327,"Clarke County, Iowa",19039,IA,iowa,19039,Clarke,4405,0.61430193
16537,50389,"Clay County, Iowa",19041,IA,iowa,19041,Clay,8542,0.687192695
17806,48007,"Clayton County, Iowa",19043,IA,iowa,19043,Clayton,9098,0.583534843
48365,50498,"Clinton County, Iowa",19045,IA,iowa,19045,Clinton,22748,0.494505011
17252,48084,"Crawford County, Iowa",19047,IA,iowa,19047,Crawford,6862,0.671524337
74892,76320,"Dallas County, Iowa",19049,IA,iowa,19049,Dallas,37617,0.512746896
8742,48888,"Davis County, Iowa",19051,IA,iowa,19051,Davis,3858,0.705287714
8249,38560,"Decatur County, Iowa",19053,IA,iowa,19053,Decatur,3703,0.620037807
17507,58274,"Delaware County, Iowa",19055,IA,iowa,19055,Delaware,9165,0.620621931
40208,44423,"Des Moines County, Iowa",19057,IA,iowa,19057,Des Moines,18713,0.506546251
16967,57265,"Dickinson County, Iowa",19059,IA,iowa,19059,Dickinson,10247,0.658046257
95906,54605,"Dubuque County, Iowa",19061,IA,iowa,19061,Dubuque,49037,0.476864409
9917,47795,"Emmet County, Iowa",19063,IA,iowa,19063,Emmet,4707,0.663055024
20589,44928,"Fayette County, Iowa",19065,IA,iowa,19065,Fayette,9813,0.569754407
16050,44797,"Floyd County, Iowa",19067,IA,iowa,19067,Floyd,7985,0.547401378
10489,48605,"Franklin County, Iowa",19069,IA,iowa,19069,Franklin,4915,0.641505595
7106,53324,"Fremont County, Iowa",19071,IA,iowa,19071,Fremont,3554,0.675576815
9174,46898,"Greene County, Iowa",19073,IA,iowa,19073,Greene,4762,0.59197816
12407,56750,"Grundy County, Iowa",19075,IA,iowa,19075,Grundy,6766,0.667454922
10740,51013,"Guthrie County, Iowa",19077,IA,iowa,19077,Guthrie,5654,0.637247966
15297,49813,"Hamilton County, Iowa",19079,IA,iowa,19079,Hamilton,7589,0.586375016
11092,52981,"Hancock County, Iowa",19081,IA,iowa,19081,Hancock,5815,0.683061049
17393,51019,"Hardin County, Iowa",19083,IA,iowa,19083,Hardin,8423,0.621037635
14467,53567,"Harrison County, Iowa",19085,IA,iowa,19085,Harrison,7378,0.663052318
20080,49321,"Henry County, Iowa",19087,IA,iowa,19087,Henry,9286,0.620719362
9494,49869,"Howard County, Iowa",19089,IA,iowa,19089,Howard,4507,0.579321056
9674,47252,"Humboldt County, Iowa",19091,IA,iowa,19091,Humboldt,5033,0.708126366
7071,46993,"Ida County, Iowa",19093,IA,iowa,19093,Ida,3590,0.739554318
16344,59375,"Iowa County, Iowa",19095,IA,iowa,19095,Iowa,8789,0.590852202
19572,49028,"Jackson County, Iowa",19097,IA,iowa,19097,Jackson,10204,0.570462564
36726,55033,"Jasper County, Iowa",19099,IA,iowa,19099,Jasper,18776,0.562207073
17318,42899,"Jefferson County, Iowa",19101,IA,iowa,19101,Jefferson,8001,0.467191601
139436,55700,"Johnson County, Iowa",19103,IA,iowa,19103,Johnson,75637,0.277549348
20560,55060,"Jones County, Iowa",19105,IA,iowa,19105,Jones,10011,0.571171711
10291,43838,"Keokuk County, Iowa",19107,IA,iowa,19107,Keokuk,4858,0.696788802
15280,51496,"Kossuth County, Iowa",19109,IA,iowa,19109,Kossuth,8505,0.662786596
35369,43312,"Lee County, Iowa",19111,IA,iowa,19111,Lee,15893,0.551311898
216640,59322,"Linn County, Iowa",19113,IA,iowa,19113,Linn,114664,0.420210354
11271,51144,"Louisa County, Iowa",19115,IA,iowa,19115,Louisa,4943,0.619057253
8731,43962,"Lucas County, Iowa",19117,IA,iowa,19117,Lucas,4297,0.668606004
11723,57130,"Lyon County, Iowa",19119,IA,iowa,19119,Lyon,6336,0.818813131
15644,60060,"Madison County, Iowa",19121,IA,iowa,19121,Madison,8523,0.626070632
22396,48726,"Mahaska County, Iowa",19123,IA,iowa,19123,Mahaska,10494,0.705546026
33248,54693,"Marion County, Iowa",19125,IA,iowa,19125,Marion,17554,0.623219779
40962,53351,"Marshall County, Iowa",19127,IA,iowa,19127,Marshall,17700,0.515536723
14862,63979,"Mills County, Iowa",19129,IA,iowa,19129,Mills,7608,0.663774974
10762,49488,"Mitchell County, Iowa",19131,IA,iowa,19131,Mitchell,5360,0.593283582
9088,40302,"Monona County, Iowa",19133,IA,iowa,19133,Monona,4525,0.68839779
8002,46304,"Monroe County, Iowa",19135,IA,iowa,19135,Monroe,3844,0.685483871
10465,42418,"Montgomery County, Iowa",19137,IA,iowa,19137,Montgomery,4998,0.68647459
42913,53676,"Muscatine County, Iowa",19139,IA,iowa,19139,Muscatine,19086,0.500314367
14092,55227,"O'Brien County, Iowa",19141,IA,iowa,19141,O'Brien,7348,0.780484486
6211,49448,"Osceola County, Iowa",19143,IA,iowa,19143,Osceola,3197,0.79074132
15660,43912,"Page County, Iowa",19145,IA,iowa,19145,Page,6968,0.699626866
9208,47113,"Palo Alto County, Iowa",19147,IA,iowa,19147,Palo Alto,4674,0.658750535
24853,57130,"Plymouth County, Iowa",19149,IA,iowa,19149,Plymouth,13057,0.739756452
7127,45069,"Pocahontas County, Iowa",19151,IA,iowa,19151,Pocahontas,3831,0.702688593
452369,60061,"Polk County, Iowa",19153,IA,iowa,19153,Polk,228420,0.408987829
93213,51976,"Pottawattamie County, Iowa",19155,IA,iowa,19155,Pottawattamie,42226,0.578814001
18705,51006,"Poweshiek County, Iowa",19157,IA,iowa,19157,Poweshiek,9693,0.509233467
5061,47042,"Ringgold County, Iowa",19159,IA,iowa,19159,Ringgold,2684,0.678092399
10101,49572,"Sac County, Iowa",19161,IA,iowa,19161,Sac,5158,0.715781311
169994,55114,"Scott County, Iowa",19163,IA,iowa,19163,Scott,84878,0.460460897
11992,50952,"Shelby County, Iowa",19165,IA,iowa,19165,Shelby,6270,0.692185008
34509,61627,"Sioux County, Iowa",19167,IA,iowa,19167,Sioux,17989,0.820557007
93586,50438,"Story County, Iowa",19169,IA,iowa,19169,Story,48910,0.39073809
17479,55203,"Tama County, Iowa",19171,IA,iowa,19171,Tama,8636,0.575266327
6213,44246,"Taylor County, Iowa",19173,IA,iowa,19173,Taylor,3003,0.701964702
12575,44351,"Union County, Iowa",19175,IA,iowa,19175,Union,5768,0.610436893
7432,45111,"Van Buren County, Iowa",19177,IA,iowa,19177,Van Buren,3526,0.715825298
35315,42095,"Wapello County, Iowa",19179,IA,iowa,19179,Wapello,14996,0.580821552
47542,64447,"Warren County, Iowa",19181,IA,iowa,19181,Warren,26916,0.548855699
22017,56390,"Washington County, Iowa",19183,IA,iowa,19183,Washington,10824,0.570029564
6384,43358,"Wayne County, Iowa",19185,IA,iowa,19185,Wayne,2921,0.708319069
37295,42408,"Webster County, Iowa",19187,IA,iowa,19187,Webster,17239,0.582922443
10614,47668,"Winnebago County, Iowa",19189,IA,iowa,19189,Winnebago,5717,0.601189435
20884,54429,"Winneshiek County, Iowa",19191,IA,iowa,19191,Winneshiek,11217,0.475349915
102530,46720,"Woodbury County, Iowa",19193,IA,iowa,19193,Woodbury,42933,0.573614702
7563,48459,"Worth County, Iowa",19195,IA,iowa,19195,Worth,4216,0.579459203
12936,43698,"Wright County, Iowa",19197,IA,iowa,19197,Wright,5949,0.637081862
13081,38698,"Allen County, Kansas",20001,KS,kansas,20001,Allen,5314,0.672751223
7896,40696,"Anderson County, Kansas",20003,KS,kansas,20003,Anderson,3277,0.728104974
16633,43581,"Atchison County, Kansas",20005,KS,kansas,20005,Atchison,6393,0.622086657
4770,51811,"Barber County, Kansas",20007,KS,kansas,20007,Barber,2209,0.824807605
27399,44013,"Barton County, Kansas",20009,KS,kansas,20009,Barton,10088,0.769825535
14812,38280,"Bourbon County, Kansas",20011,KS,kansas,20011,Bourbon,5918,0.728962487
9880,43724,"Brown County, Kansas",20013,KS,kansas,20013,Brown,3960,0.722474747
66092,58897,"Butler County, Kansas",20015,KS,kansas,20015,Butler,27051,0.694281173
2722,38707,"Chase County, Kansas",20017,KS,kansas,20017,Chase,1342,0.718330849
3520,37993,"Chautauqua County, Kansas",20019,KS,kansas,20019,Chautauqua,1845,0.841192412
20952,41388,"Cherokee County, Kansas",20021,KS,kansas,20021,Cherokee,8386,0.717505366
2682,44500,"Cheyenne County, Kansas",20023,KS,kansas,20023,Cheyenne,1409,0.8317956
2145,42589,"Clark County, Kansas",20025,KS,kansas,20025,Clark,983,0.82706002
8421,52066,"Clay County, Kansas",20027,KS,kansas,20027,Clay,3727,0.759592165
9339,39282,"Cloud County, Kansas",20029,KS,kansas,20029,Cloud,3831,0.745497259
8458,57433,"Coffey County, Kansas",20031,KS,kansas,20031,Coffey,3962,0.754669359
2010,45288,"Comanche County, Kansas",20033,KS,kansas,20033,Comanche,857,0.822637106
36079,43860,"Cowley County, Kansas",20035,KS,kansas,20035,Cowley,12171,0.65861474
39304,36534,"Crawford County, Kansas",20037,KS,kansas,20037,Crawford,14404,0.58275479
2905,40657,"Decatur County, Kansas",20039,KS,kansas,20039,Decatur,1460,0.835616438
19516,49096,"Dickinson County, Kansas",20041,KS,kansas,20041,Dickinson,8008,0.737387612
7859,47209,"Doniphan County, Kansas",20043,KS,kansas,20043,Doniphan,3366,0.772727273
114967,50939,"Douglas County, Kansas",20045,KS,kansas,20045,Douglas,48231,0.296655678
2991,47303,"Edwards County, Kansas",20047,KS,kansas,20047,Edwards,1308,0.789755352
2683,36458,"Elk County, Kansas",20049,KS,kansas,20049,Elk,1259,0.832406672
28993,45579,"Ellis County, Kansas",20051,KS,kansas,20051,Ellis,11660,0.712778731
6410,47736,"Ellsworth County, Kansas",20053,KS,kansas,20053,Ellsworth,2626,0.736100533
37133,49227,"Finney County, Kansas",20055,KS,kansas,20055,Finney,9731,0.632514644
34714,50777,"Ford County, Kansas",20057,KS,kansas,20057,Ford,7425,0.672592593
25753,51081,"Franklin County, Kansas",20059,KS,kansas,20059,Franklin,10658,0.659129293
36787,43992,"Geary County, Kansas",20061,KS,kansas,20061,Geary,7129,0.577360079
2735,46364,"Gove County, Kansas",20063,KS,kansas,20063,Gove,1328,0.848644578
2593,43826,"Graham County, Kansas",20065,KS,kansas,20065,Graham,1265,0.800790514
7816,55432,"Grant County, Kansas",20067,KS,kansas,20067,Grant,2311,0.75941151
6065,61000,"Gray County, Kansas",20069,KS,kansas,20069,Gray,2011,0.820984585
1224,47750,"Greeley County, Kansas",20071,KS,kansas,20071,Greeley,639,0.818466354
6393,38838,"Greenwood County, Kansas",20073,KS,kansas,20073,Greenwood,2811,0.763429385
2586,45114,"Hamilton County, Kansas",20075,KS,kansas,20075,Hamilton,847,0.814639906
5861,43973,"Harper County, Kansas",20077,KS,kansas,20077,Harper,2513,0.775964982
34835,51327,"Harvey County, Kansas",20079,KS,kansas,20079,Harvey,14540,0.58480055
4130,56484,"Haskell County, Kansas",20081,KS,kansas,20081,Haskell,1300,0.777692308
1939,54856,"Hodgeman County, Kansas",20083,KS,kansas,20083,Hodgeman,1006,0.839960239
13400,54077,"Jackson County, Kansas",20085,KS,kansas,20085,Jackson,5727,0.678889471
18898,57236,"Jefferson County, Kansas",20087,KS,kansas,20087,Jefferson,8151,0.627162311
3038,40553,"Jewell County, Kansas",20089,KS,kansas,20089,Jewell,1483,0.811867835
566814,76113,"Johnson County, Kansas",20091,KS,kansas,20091,Johnson,279753,0.478661534
3952,50506,"Kearny County, Kansas",20093,KS,kansas,20093,Kearny,1325,0.790943396
7790,50844,"Kingman County, Kansas",20095,KS,kansas,20095,Kingman,3281,0.764096312
2536,43963,"Kiowa County, Kansas",20097,KS,kansas,20097,Kiowa,1023,0.835777126
21048,41439,"Labette County, Kansas",20099,KS,kansas,20099,Labette,7919,0.660689481
1674,56507,"Lane County, Kansas",20101,KS,kansas,20101,Lane,831,0.823104693
78227,63726,"Leavenworth County, Kansas",20103,KS,kansas,20103,Leavenworth,29676,0.585894325
3154,44276,"Lincoln County, Kansas",20105,KS,kansas,20105,Lincoln,1448,0.806629834
9528,46964,"Linn County, Kansas",20107,KS,kansas,20107,Linn,4279,0.789203085
2793,46875,"Logan County, Kansas",20109,KS,kansas,20109,Logan,1348,0.833827893
33462,40021,"Lyon County, Kansas",20111,KS,kansas,20111,Lyon,11745,0.540996169
29252,56128,"McPherson County, Kansas",20113,KS,kansas,20113,McPherson,12443,0.675640923
12290,45927,"Marion County, Kansas",20115,KS,kansas,20115,Marion,5465,0.718755718
10005,45374,"Marshall County, Kansas",20117,KS,kansas,20117,Marshall,4578,0.709916994
4383,52250,"Meade County, Kansas",20119,KS,kansas,20119,Meade,1675,0.829850746
32688,60966,"Miami County, Kansas",20121,KS,kansas,20121,Miami,14712,0.66877379
6296,48217,"Mitchell County, Kansas",20123,KS,kansas,20123,Mitchell,2824,0.78470255
34184,41083,"Montgomery County, Kansas",20125,KS,kansas,20125,Montgomery,11623,0.728383378
5750,47089,"Morris County, Kansas",20127,KS,kansas,20127,Morris,2568,0.697040498
3106,46028,"Morton County, Kansas",20129,KS,kansas,20129,Morton,1160,0.836206897
10159,48653,"Nemaha County, Kansas",20131,KS,kansas,20131,Nemaha,5025,0.809154229
16423,43195,"Neosho County, Kansas",20133,KS,kansas,20133,Neosho,6151,0.705576329
3077,44904,"Ness County, Kansas",20135,KS,kansas,20135,Ness,1435,0.84738676
5590,47852,"Norton County, Kansas",20137,KS,kansas,20137,Norton,2190,0.825570776
16080,49915,"Osage County, Kansas",20139,KS,kansas,20139,Osage,6894,0.683637946
3782,40216,"Osborne County, Kansas",20141,KS,kansas,20141,Osborne,1753,0.819737593
6048,52479,"Ottawa County, Kansas",20143,KS,kansas,20143,Ottawa,2866,0.788904396
6911,43250,"Pawnee County, Kansas",20145,KS,kansas,20145,Pawnee,2602,0.71944658
5501,44170,"Phillips County, Kansas",20147,KS,kansas,20147,Phillips,2611,0.842589046
22625,60216,"Pottawatomie County, Kansas",20149,KS,kansas,20149,Pottawatomie,10359,0.719277923
9739,49550,"Pratt County, Kansas",20151,KS,kansas,20151,Pratt,3806,0.741986337
2545,41579,"Rawlins County, Kansas",20153,KS,kansas,20153,Rawlins,1448,0.834944751
64058,45288,"Reno County, Kansas",20155,KS,kansas,20155,Reno,23448,0.643978164
4806,40449,"Republic County, Kansas",20157,KS,kansas,20157,Republic,2484,0.802334944
10014,48460,"Rice County, Kansas",20159,KS,kansas,20159,Rice,3567,0.743481918
75022,44437,"Riley County, Kansas",20161,KS,kansas,20161,Riley,20475,0.479462759
5186,43558,"Rooks County, Kansas",20163,KS,kansas,20163,Rooks,2378,0.840622372
3184,38854,"Rush County, Kansas",20165,KS,kansas,20165,Rush,1474,0.798507463
6988,41102,"Russell County, Kansas",20167,KS,kansas,20167,Russell,3148,0.808132147
55735,47801,"Saline County, Kansas",20169,KS,kansas,20169,Saline,21206,0.63034047
4928,51850,"Scott County, Kansas",20171,KS,kansas,20171,Scott,2159,0.848540991
506529,50657,"Sedgwick County, Kansas",20173,KS,kansas,20173,Sedgwick,180750,0.560547718
23274,47134,"Seward County, Kansas",20175,KS,kansas,20175,Seward,4743,0.637781995
178792,50378,"Shawnee County, Kansas",20177,KS,kansas,20177,Shawnee,73648,0.479972301
2531,49750,"Sheridan County, Kansas",20179,KS,kansas,20179,Sheridan,1362,0.870778267
6054,39029,"Sherman County, Kansas",20181,KS,kansas,20181,Sherman,2537,0.805281829
3740,43848,"Smith County, Kansas",20183,KS,kansas,20183,Smith,2014,0.811817279
4320,47377,"Stafford County, Kansas",20185,KS,kansas,20185,Stafford,1884,0.788216561
2149,43780,"Stanton County, Kansas",20187,KS,kansas,20187,Stanton,742,0.781671159
5772,55433,"Stevens County, Kansas",20189,KS,kansas,20189,Stevens,1853,0.844036697
23638,50141,"Sumner County, Kansas",20191,KS,kansas,20191,Sumner,9494,0.720876343
7925,48504,"Thomas County, Kansas",20193,KS,kansas,20193,Thomas,3483,0.813092162
2951,54000,"Trego County, Kansas",20195,KS,kansas,20195,Trego,1459,0.830020562
6997,54688,"Wabaunsee County, Kansas",20197,KS,kansas,20197,Wabaunsee,3340,0.705988024
1595,47279,"Wallace County, Kansas",20199,KS,kansas,20199,Wallace,779,0.912708601
5686,45159,"Washington County, Kansas",20201,KS,kansas,20201,Washington,2677,0.797908106
2204,57171,"Wichita County, Kansas",20203,KS,kansas,20203,Wichita,934,0.819057816
9061,40306,"Wilson County, Kansas",20205,KS,kansas,20205,Wilson,3482,0.788914417
3211,35787,"Woodson County, Kansas",20207,KS,kansas,20207,Woodson,1420,0.748591549
160806,40113,"Wyandotte County, Kansas",20209,KS,kansas,20209,Wyandotte,47467,0.326963996
18852,33362,"Adair County, Kentucky",21001,KY,kentucky,21001,Adair,8231,0.806341878
20355,41326,"Allen County, Kentucky",21003,KY,kentucky,21003,Allen,8091,0.79915956
21761,53974,"Anderson County, Kentucky",21005,KY,kentucky,21005,Anderson,11420,0.721716287
8256,42244,"Ballard County, Kentucky",21007,KY,kentucky,21007,Ballard,4101,0.770787613
42925,38370,"Barren County, Kentucky",21009,KY,kentucky,21009,Barren,18483,0.729481145
11978,33483,"Bath County, Kentucky",21011,KY,kentucky,21011,Bath,4583,0.672485272
27950,22443,"Bell County, Kentucky",21013,KY,kentucky,21013,Bell,9718,0.798929821
124617,66730,"Boone County, Kentucky",21015,KY,kentucky,21015,Boone,57570,0.678860518
20013,45208,"Bourbon County, Kentucky",21017,KY,kentucky,21017,Bourbon,8795,0.633200682
48917,42319,"Boyd County, Kentucky",21019,KY,kentucky,21019,Boyd,20454,0.664466608
29388,39704,"Boyle County, Kentucky",21021,KY,kentucky,21021,Boyle,12938,0.621425259
8425,36327,"Bracken County, Kentucky",21023,KY,kentucky,21023,Bracken,3527,0.768641905
13591,25817,"Breathitt County, Kentucky",21025,KY,kentucky,21025,Breathitt,5735,0.695902354
20061,43479,"Breckinridge County, Kentucky",21027,KY,kentucky,21027,Breckinridge,8771,0.739254361
76961,55975,"Bullitt County, Kentucky",21029,KY,kentucky,21029,Bullitt,36054,0.726965108
12835,33536,"Butler County, Kentucky",21031,KY,kentucky,21031,Butler,5576,0.794117647
12826,42537,"Caldwell County, Kentucky",21033,KY,kentucky,21033,Caldwell,5975,0.754309623
38106,37034,"Calloway County, Kentucky",21035,KY,kentucky,21035,Calloway,16045,0.646120287
91475,54621,"Campbell County, Kentucky",21037,KY,kentucky,21037,Campbell,42489,0.589564358
4984,38829,"Carlisle County, Kentucky",21039,KY,kentucky,21039,Carlisle,2601,0.805074971
10830,41439,"Carroll County, Kentucky",21041,KY,kentucky,21041,Carroll,3855,0.671335927
27326,36696,"Carter County, Kentucky",21043,KY,kentucky,21043,Carter,10274,0.738466031
15954,32341,"Casey County, Kentucky",21045,KY,kentucky,21045,Casey,6439,0.851374437
74159,39521,"Christian County, Kentucky",21047,KY,kentucky,21047,Christian,22083,0.638862473
35657,47959,"Clark County, Kentucky",21049,KY,kentucky,21049,Clark,16202,0.661029503
21300,21549,"Clay County, Kentucky",21051,KY,kentucky,21051,Clay,6765,0.866371027
10188,28025,"Clinton County, Kentucky",21053,KY,kentucky,21053,Clinton,4458,0.854419022
9222,35316,"Crittenden County, Kentucky",21055,KY,kentucky,21055,Crittenden,4037,0.814961605
